Graph#  Reduction Time  Kern.Size  Accuracy
     0;    112.395474;           0;     0.96
     1;    155.744671;           0;     0.98
     2;    198.015993;           0;     0.98
     3;    113.817014;           0;     0.96
     4;     79.528163;           0;     0.96
     5;    233.351444;           0;     0.95
     6;     78.106654;           0;     0.94
     7;    111.692556;           0;     0.97
     8;     73.545225;           0;     0.96
     9;    148.324497;           0;     0.96
    10;     67.812201;           0;     0.99
    11;     78.262860;           0;     0.95
    12;    190.252146;           0;     0.94
    13;    118.550281;           0;     0.92
    14;     66.765612;           0;     0.93
    15;     80.746710;           0;     0.96
    16;    111.833105;           0;     0.96
    17;     80.387330;           0;     0.93
    18;     98.324210;           0;     0.94
    19;    309.958461;           0;     0.97
    20;    179.520379;           0;     0.97
    21;    112.004985;           2;    -0.01
    22;    166.398420;           0;     0.94
    23;     90.759933;           0;     0.94
    24;     72.592363;           0;     0.95
    25;    165.117466;           0;     0.94
    26;     80.403033;           0;     0.93
    27;    168.632264;           0;     0.99
    28;    110.036613;           0;     0.93
    29;     77.013198;           0;     0.94
    30;    218.807975;           0;     0.95
    31;     89.557088;           0;     0.94
    32;    106.271874;           0;     0.94
    33;    140.998186;           0;     0.98
    34;    151.979944;           0;     0.99
    35;    167.616876;           0;     0.96
    36;    117.019426;           0;     0.97
    37;    108.989983;           0;     0.94
    38;    101.132539;           0;     0.92
    39;     92.790706;           0;     0.98
    40;    153.448379;           0;     0.97
    41;    159.634341;           0;     0.95
    42;    202.343051;           0;     0.96
    43;    120.893481;           0;     0.95
    44;    144.606700;           0;     0.93
    45;     99.382907;           0;     0.95
    46;     83.761577;           0;     0.93
    47;     97.477143;           0;     0.96
    48;     93.681164;           0;     0.97
    49;     84.636333;           0;     0.93
    50;     77.091216;           0;     0.92
    51;    144.075576;           0;     0.94
    52;     83.214792;           0;     0.98
    53;    159.462509;           0;     0.91
    54;    221.666686;           0;     0.96
    55;    144.028682;           0;     0.96
    56;    195.875864;           0;     0.96
    57;     88.494881;           0;     0.95
    58;     71.045811;           0;     0.97
    59;    109.271213;           0;     0.97
    60;    134.999504;           0;     0.98
    61;     95.618170;           0;     0.90
    62;    132.500128;           0;     0.96
    63;    132.281431;           0;     0.96
    64;    156.681946;           0;     0.96
    65;     86.370384;           0;     0.90
    66;     99.179793;           0;     0.92
    67;    106.287537;           0;     0.93
    68;    123.314784;           0;     0.96
    69;    101.835408;           0;     0.96
    70;    112.098632;           0;     0.99
    71;    100.835734;           0;     0.97
    72;    104.975347;           0;     0.97
    73;    161.383970;           0;     0.94
    74;     85.105010;           0;     0.91
    75;    146.184377;           0;     0.92
    76;     78.950203;           0;     0.95
    77;    126.111041;           0;     0.95
    78;    221.541722;           0;     0.90
    79;     82.261928;           0;     0.95
    80;     90.150705;           0;     0.94
    81;     70.608376;           0;     0.92
    82;    257.861344;           0;     0.92
    83;     92.400122;           0;     0.98
    84;     79.575100;           0;     0.93
    85;    159.400062;           0;     0.97
    86;     55.658803;           0;     0.93
    87;     80.981015;           0;     0.95
    88;     94.430947;           0;     0.96
    89;    102.241609;           0;     0.95
    90;    150.152225;           0;     0.96
    91;     85.932901;           0;     0.94
    92;    139.076751;           0;     0.97
    93;    104.366073;           0;     0.96
    94;    139.857778;           0;     0.96
    95;    159.072017;           0;     0.95
    96;     75.450992;           0;     0.95
    97;    123.471046;           0;     0.93
    98;    167.491914;           0;     0.93
    99;    102.007290;           0;     0.97
