Graph#  Reduction Time  Kern.Size  Accuracy
     0;     34.335686;           0;     0.81
     1;     56.580462;           0;     0.94
     2;    109.802604;           0;     0.88
     3;     29.477452;           0;     0.87
     4;     23.447616;           0;     0.93
     5;     32.086259;           0;     0.88
     6;     30.664632;           1;    -0.01
     7;     25.603362;           0;     0.87
     8;     32.336156;           0;     0.88
     9;     17.136552;           0;     0.90
    10;     42.427579;           0;     0.90
    11;     29.164984;           0;     0.82
    12;     41.068480;           0;     0.92
    13;     29.258754;           0;     0.87
    14;     39.209582;           0;     0.90
    15;     34.460657;           1;    -0.01
    16;     28.227745;           0;     0.91
    17;     25.915745;           0;     0.94
    18;     71.936279;           0;     0.88
    19;     25.431528;           0;     0.93
    20;     13.606140;           0;     0.87
    21;     40.178065;           0;     0.88
    22;     26.103282;           0;     0.87
    23;     14.402826;           0;     0.86
    24;     14.371623;           0;     0.84
    25;     29.571181;           0;     0.87
    26;     46.145411;           0;     0.90
    27;     45.005097;           0;     0.90
    28;     58.173837;           0;     0.85
    29;     38.522167;           1;    -0.01
    30;     56.299278;           0;     0.87
    31;     14.262233;           0;     0.90
    32;     22.307262;           0;     0.87
    33;     52.706411;           0;     0.84
    34;     31.055161;           0;     0.86
    35;     28.477726;           0;     0.83
    36;     40.787291;           0;     0.90
    37;     24.915982;           0;     0.88
    38;     29.055675;           0;     0.90
    39;     38.303505;           0;     0.84
    40;     24.134998;           0;     0.88
    41;     38.584644;           0;     0.86
    42;     26.087623;           0;     0.78
    43;     43.193029;           0;     0.92
    44;     35.663499;           0;     0.92
    45;     14.480934;           0;     0.86
    46;     28.446444;           0;     0.81
    47;     30.289806;           0;     0.89
    48;     18.026978;           0;     0.82
    49;     42.349429;           0;     0.91
    50;     21.916777;           0;     0.89
    51;     34.882390;           1;    -0.01
    52;     17.121019;           0;     0.91
    53;     65.484579;           0;     0.85
    54;     33.554658;           0;     0.87
    55;     20.995059;           0;     0.83
    56;     33.023494;           0;     0.88
    57;     31.383256;           0;     0.90
    58;     22.854051;           0;     0.90
    59;     42.599372;           0;     0.87
    60;     33.429607;           1;    -0.01
    61;     23.338267;           0;     0.85
    62;     29.008813;           0;     0.84
    63;     58.970524;           0;     0.94
    64;     22.479097;           0;     0.91
    65;     27.727863;           0;     0.89
    66;     17.886462;           0;     0.82
    67;     31.351971;           0;     0.91
    68;     35.757227;           0;     0.84
    69;     19.714120;           0;     0.89
    70;     19.042443;           0;     0.85
    71;     55.924320;           0;     0.90
    72;     21.135659;           0;     0.88
    73;    158.228502;           0;     0.86
    74;     30.758395;           0;     0.91
    75;     20.729467;           0;     0.89
    76;     25.025374;           0;     0.86
    77;     26.649989;           0;     0.88
    78;     31.180177;           0;     0.86
    79;     27.118592;           1;    -0.01
    80;     42.411912;           0;     0.90
    81;     28.587078;           0;     0.78
    82;     53.018801;           0;     0.86
    83;     35.491663;           0;     0.89
    84;     40.787299;           0;     0.85
    85;     68.671376;           0;     0.87
    86;     16.574191;           0;     0.87
    87;     27.930982;           0;     0.84
    88;     33.913949;           0;     0.90
    89;     28.399589;           0;     0.92
    90;     30.352246;           0;     0.86
    91;     32.242428;           0;     0.89
    92;     44.302093;           0;     0.88
    93;     29.992996;           1;    -0.01
    94;     48.363599;           0;     0.91
    95;     10.372605;           0;     0.89
    96;     23.541307;           0;     0.88
    97;     20.135936;           0;     0.94
    98;     43.271044;           0;     0.89
    99;     18.526939;           0;     0.90
